"DateTime","Aave - Price","Aave - Market Cap","Aave - Fully Diluted Market Cap","Aave - Fees","Aave - Circulating Supply"
"2023-04-26 00:00:00",69.344607044,996052806.687587,1109513712.704,75053.9759807137,14368589.38518814
"2023-04-27 00:00:00",71.432934246,1025960791.50068,1142926947.936,68265.51580874383,14370320.138012925
"2023-04-28 00:00:00",72.188837587,1037147339.9328,1155021401.392,89673.75639777283,14370815.807362795
"2023-04-29 00:00:00",71.752128965,1031694241.66838,1148034063.44,71873.39681996626,14370964.668622535
"2023-04-30 00:00:00",70.675396668,1017790595.36829,1130806346.688,73030.76448482276,14371087.469421804
"2023-05-01 00:00:00",69.00776909,990848849.117998,1104124305.44,72847.83043773964,14371790.782712474
"2023-05-02 00:00:00",69.146880521,995069133.896301,1106350088.336,70532.06486408811,14385377.821990162
"2023-05-03 00:00:00",71.729611328,1030907838.76245,1147673781.2480001,68042.25260829892,14385865.34576185
"2023-05-04 00:00:00",70.852275896,1019109603.37965,1133636414.336,69809.72074979017,14385907.02066659
"2023-05-05 00:00:00",73.44396685,1057368777.28436,1175103469.6,77164.24398750134,14386506.714021733
"2023-05-06 00:00:00",69.888989312,1003494612.46528,1118223828.992,84630.25761571554,14386604.741594465
"2023-05-07 00:00:00",69.056928725,992064772.515908,1104910859.6000001,80980.60199238986,14386685.59577621
"2023-05-08 00:00:00",64.600654057,929229752.906282,1033610464.912,114385.93702907742,14388019.947254684
"2023-05-09 00:00:00",64.46520642,926582173.345653,1031443302.72,70039.0576547714,14388998.232032275
